"Nation's Smaller Jails Struggle To Cope With Surge in Inmates",0
"FEDERAL IMPASSE SADDLING STATES WITH INDECISION",0
"Long, Costly Prelude Does Little To Alter Plot of Presidential Race",0
"Top Leader of the Bosnian Serbs Now Under Attack From Within",0
"BATTLE OVER THE BUDGET: THE OVERVIEW; LEADERS IN HOUSE DROP G.O.P. PLAN ON U.S. WORKERS",0
"South African Democracy Stumbles on Old Rivalry",0
"Among Economists, Little Fear on Deficit",0
"BATTLE OVER THE BUDGET: THE OVERVIEW; TALKS ON BUDGET ARE PUT ON HOLD AMID UNCERTAINTY",0
"High Court Is Cool To Census Change",0
"TURMOIL AT BARNEYS: THE DIFFICULTIES; Barneys Is Seeking Bankruptcy, Citing Fight With Partner",0
"Clinton Visits Bosnia to Thank the G.I.'s",0
"Managed Care Has Trouble Treating AIDS, Patients Say",0
"Russians Pounding Rebels Who Hold 100 Hostages",0
"BUDGET STANDOFF DEEPENS AS G.O.P. CALLS OFF TALKS",0
"In Uneasy Time, Saudi Prince Provides a Hope of Stability",0
"POLITICS: IN THE SOUTH; A Southern Democrat Resists The Lure of Party Switching",0
"With the Greatest of Ease . . .",0
"Supreme Court Roundup; Christian Scientists Rebuffed in Ruling By Supreme Court",0
"Newark Airport Is Pressing to Surpass Kennedy",0
"Giuliani Weighs Reducing Police Force by 1,000 Jobs",0
"African Women in France Battling Polygamy",0
"DESPARATE STAND IN A DREAM WORLD",0
"Argentine Military for Rent; Turns Swords Into Tin Cups",0
"PATAKI IS SEEKING CURBING OF RIGHTS OF CRIME SUSPECTS",0
"A Futile Rush In Desperation For Green Card",0
"Taking Care in the Bitter Cold",0
"Red Flag Aloft, a Russian City Defiantly Upholds Soviet Ways",0
"Despite Deep Grass Roots in Iowa, Gramm Struggles to Catch Forbes",0
"American Soldier's Body Returned from Bosnia",0
"Moderating Path, Rowland Aims At Healing of Connecticut Cities",0
"SENATE APPROVES BILL TO PHASE OUT FARMING SUBSIDIES",0
"High Water in Oregon",0
"MAIN STREET, JAPAN: For Better or for Worse; Who Needs Love! In Japan, Many Couples Don't",0
"Pataki Bans Logging",0
"Chancellor Crew Takes Over Two Bronx School Districts",0
"4 NETWORKS PLAN A RATINGS SYSTEM FOR THEIR SHOWS",0
"Milnerton Journal; This $40 Crank-Up Radio Lets Rural Africa Tune In",0
"Not a Blizzard but Still Trouble",0
"Clinton Urged To Cite Mexico For Drug Flow",0
"Bus Blast Claimed by the I.R.A.; Bomber May Be One of Victims",0
"In Era of Fiscal Damage Control, Cities Fight Idea of 'Tax Exempt'",0
"Short of Money, the French Face Cuts in Their Cherished Military",0
"RUSSIA AND I.M.F. AGREE ON A LOAN FOR $10.2 BILLION",0
"ALBANY'S TAX CUT FACING CHALLENGE",0
"POLITICS: THE PRIMARY SPRINT; COMING PRIMARIES ARE UP FOR GRABS AFTER MIXED VOTE",0
"POLITICS: BOB DOLE; With Dole Campaign Off Track, He Puts 2 Advisers Off the Team",0
"U.S. SAYS CUBANS KNEW THEY FIRED ON CIVILIAN PLANES",0
"POLITICS: THE ISSUES; South Carolina Is a Crossroads For the G.O.P.",0
"Clinton Grants Visa To Sinn Fein Leader",0
"POLITICS: CHANGING DIRECTION; DOLE EASILY BEATS BUCHANAN TO WIN IN SOUTH CAROLINA",0
"Marguerite Duras, 81, Novelist and Screenwriter",0
"Move in Senate Aims at Cutting Corporate Aid",0
"Target Was Israeli Government, Says Arab Linked to 3 Bombings",0
"The Politics of Layoffs: In Search of a Message",0
"A Search for Answers To Avoid the Layoffs",0
"POLITICS: PATRICK J. BUCHANAN; Buchanan Keeps Campaigning, For the Issues, and the Fun of It",0
"Jet Makers Preparing Bids For a Rich Pentagon Prize",0
"MIDDLE EAST TALKS ARE EFFORT TO AID PERES AND ARAFAT",0
"Dole Courts Democrats",0
"A Traveler Returns",0
"Cost-Cutting Strategy",0
"FEDERAL THRUST AGAINST TOBACCO GETS NEW VIGOR",0
"A Final Salute",0
"Suspend Disbelief for the Moment, It's Spring",0
"CLINTON PRESSING JUDGE TO RELENT",0
"HOUSE APPROVES REPEALING OF BAN ON ASSAULT GUNS",0
"Guatemalans Covered Up Killing Of an American, U.S. Aides Say",0
"From One Serbian Militia Chief, A Trail of Plunder and Slaughter",0
"Dole Blocks Vote on Raising Minimum Wage",0
"Rabin's Killer Is Given a Life Sentence in Israel",0
"F.A.A. to Streamline Rules That Gave It Obsolescence",0
"Abortion Group to Advise Doctors On Drug Used to End Pregnancy",0
"Queens Old-Timers Uneasy As Asian Influence Grows",0
"POLITICS: IN CONGRESS; The Speaker's Gruff No. 2 Takes Charge in the House",0
"In Bosnia Field, Changes Refuel Talk of Graves",0
"CRASH IN THE BALKANS: THE RESCUE; A Storm-Swept Mountain's Grim Story",0
"CRASH IN THE BALKANS: THE OVERVIEW; Bad Equipment Tied to Crash, Perry Suggests",0
"A Search Through Time",0
"The Race for Congress: Texas' 14th District; Under Fire, a G.O.P. Convert Wins Party's Fierce Loyalty",0
"U.S. Ready to Rescue Americans From Fighting in Liberia Capital",0
"The Pulitzer Prizes",0
"Defying Polls, Gingrich Raises Big Money",0
"Trade Representative Picked As New Commerce Secretary",0
"CHILDREN FOR SALE -- A special report.; Asian Childhoods Sacrificed to Prosperity's Lust",0
"Tight Security Gets Tighter As a Sad Anniversary Nears",0
"U.S. Helps to Start Negotiations To End the Fighting in Lebanon",0
"New York Council to Ask Voters To Postpone Limits on Its Terms",0
"Senate Defeats Dole Revision To Health Bill",0
"ASSEMBLY LEADERS YIELD ON WELFARE",0
"Whitewater Case at Crossroads, Prosecutor Faces More Scrutiny",0
"Dole Concedes Wage Increase Will Win Vote",0
"Passing of Regents' Exams To Be Required for Diploma",0
"On Daughters-at-Work Day, Some Are Including the Sons",0
"Albany's Health Care Lobby Courts Clout With Dollars",0
"Schools Head Urges Abolishing Tenure for New York Principals",0
"Upheaval and Calm as Big Dig Transforms Boston",0
"California's Governor Joins G.O.P. Abortion-Plank Foes",0
"SUNY Chancellor Resigns Post After Battling Pataki's Trustees",0
"Muse of Anti-Yeltsin Forces: He Is Feared, Never Ignored",0
"SENATE VOTES BILL TO REDUCE INFLUX OF ILLEGAL ALIENS",0
"SUNY: Grand Vision and Pragmatism Collide",0
"2 Governors Back $130 Million Plan To Deepen Harbor",0
"With Fortune Built, Packard Heirs Look To Build a Legacy",0
"Russia's Communists Have New, Mixed Manifesto",0
"ABC Joins Others TV Time",0
"GIULIANI'S BUDGET PLAN: THE OVERVIEW; Giuliani Offers an Austere $32.7 Billion Budget",0
"Perot Group Falls Far Short Of Original Political Vision",0
"109 Feared Dead as Jet Crashes in Everglades",0
"HIGH COURT SAYS LIQUOR PRICE ADS CAN'T BE BANNED",0
"Inquiry Turns To Chemicals In Jet's Cargo",0
"POLITICS: NEWS ANALYSIS; Going 'Outside': Bold, Maybe Perilous",0
"Neither Ridicule Nor Rancor Halts Gorbachev Election Bid",0
"A Glimpse Into a Vanished Past",0
"Watching the Shuttle Soar",0
"Despite Tensions, Clinton Urges Renewal of China's Trade Status",0
"Heat Forces Halting of Power to 40% of Queens",0
"Vote Canceled on Dole's Bill For a Costly Missile Defense",0
"A New Kansas Senator",0
"Rifts in G.O.P. Are Widening In Many States",0
"Updated, Drive to Cut Taxes Regains Currency in G.O.P.",0
"Five Decades Later, a Fighter Pilot's Final Flight Ends",0
"CLINTON PARTNERS IN ARKANSAS DEAL CONVICTED BY JURY",0
"Tokyo Journal; Japan vs. Korea, Again, and Both Cry 'Foul!'",0
"Muslims in Sarajevo Take Over Homes of Serbs Who Fled War",0
"F.A.A. STRUGGLES AS AIRLINES TURN TO SUBCONTRACTS",0
"RAID AND RELEASE -- A special report.; A Tattered Crackdown on Illegal Workers",0
"PRIVATE HOSPITALS IN NEW YORK SIGNAL A DEEPENING CRISIS",0
"To Win Russia's 'Generation X,' Yeltsin Is Pumping Up the Volume",0
"In Concession, China Is Ready To Ban A-Tests",0
